ID	Gold	Pred	Text
ID-2706	FreeBacon	positive	Sanders Laughingly Dismisses Biden’s Claim on Having the ‘Most Progressive Record’
ID-2707	dailycaller	negative	Saudi Arabia’s Crown Prince Mohammed Bin Salman Blames Iran For Oil Tanker Attack
ID-2708	Positivenews	positive	Teenage Crane Operator Rescues 14 People From Burning Building
ID-2709	Positivenews	neutral	Teens Teach Boy With Autism How To Skate On His Birthday
ID-2710	Quartz	positive	The US team just won the Women’s World Cup—and boosted its case for equal pay
ID-2711	Positivenews	neutral	This Entire Community Is Learning Sign Language For A 2-Year-Old Girl
ID-2712	NBC	neutral	Toddler miraculously survives fall down steep embankment in Arkansas
ID-2713	BBC	positive	Wheelchair basketball player Abdi Jama: I'm lucky to be alive
ID-2714	Positivenews	neutral	"""When This Mailman Retired"
ID-2715	PoliticoPulse	positive	Will Hurd says he’s leaving Congress to help GOP become more diverse
ID-2716	Quartz	positive	You’ve heard stories of Indian Army and Air Force heroes. Now here’s an angel from the Navy
ID-2717	NationalReview	neutral	"""‘Drag Kids’ Attract Pedophiles"
ID-2718	Positivenews	neutral	5-Year-Old Girl Forms Unbreakable Bond With A Duck
ID-2719	Time	positive	Keanu Reeves Is a Real-Life Hero and This Epic Fan Encounter Involving an Ice Cream Cone Is Proof
ID-2720	Positivenews	negative	Man Drives Couple 400 Miles To Visit Their Dying Mother
ID-2721	HuffPost	positive	New Zealand Shooting Survivor Forgives Wife's Killer: 'I Love Him'
ID-2722	dailybeast	positive	"""Scouted: TOMS Added Four Issues to Its Charitable Portfolio"
ID-2723	Time	neutral	‘She Put Her Dreams Aside for Me.’ No. 1 NBA Draft Pick Zion Williamson Gets Emotional Talking About His Mother
ID-2724	PoliticoPulse	neutral	"""As he takes on Trump"
ID-2725	PalmerReport	neutral	Donald Trump doesn’t have a prayer
ID-2726	TheGuardian	negative	Mike Pompeo urges China to immediately halt detention of Uighurs in Xinjiang
ID-2727	Economist	negative	"""Winter sports face a double threat"
ID-2728	dailymail	neutral	'Brexit Express' steam train runs more than 20 minutes behind
ID-2729	TheGuardian	negative	'Hate is always local': the Swedish city that said no to neo-Nazis
ID-2730	TheGuardian	neutral	'Ma’amageddon': secret plans for Queen's nuclear address revealed
ID-2731	TheBlaze	positive	'Unplanned': How former Planned Parenthood Director Abby Johnson became America's most influential ​anti-abortion activist
ID-2732	dailymail	negative	'What a lie that is!' Trump rails against report he's built no new border wall
ID-2733	Vox	positive	15 Democratic candidates pledge to seek gender parity in their national security teams
ID-2734	Intercept	neutral	3M Knew About PFAS Food Contamination in 2001
ID-2735	TheFederalist	negative	9 Apocalyptic Lies Fed To Americans About The Republican Tax Bill
ID-2736	TheBlaze	neutral	A British warship foiled a plan by Iran to seize a British oil tanker
ID-2737	Vox	positive	A former Amazon employee hacked the credit card data of 100 million Americans
ID-2738	Reason	neutral	A modest proposal for countering Russian election interference
ID-2739	ForeignPolicy	neutral	AI Can Thrive in Open Societies
ID-2740	Economist	positive	"""Air-conditioners do great good"
ID-2741	NBC	neutral	American Airlines extends 737 Max cancellations until August
ID-2742	NYT	neutral	"""America’s Farmers"
ID-2743	dailymail	neutral	Amir Khan's parents say boxer hasn't spoken them for SIX MONTHS
ID-2744	TheWeek	neutral	"""Arsenal transfer news: Torreira"
ID-2745	dailymail	negative	"""Australian woman is horrified to find a kookaburra on sale for $1"
ID-2746	InfoWars	negative	BREAKING! Joe Biden Planning To Drop Out Of 2020 Presidential Race
ID-2747	Jacobin	negative	Bernie Sanders: The Boss’s Worst Nightmare
ID-2748	dailycaller	neutral	Bolton Warns Iran: US Navy To Deploy Carrier And Bombers To Middle East
ID-2749	NYP	negative	Boxing legend Pernell ‘Sweet Pea’ Whitaker fatally struck by car
ID-2750	TheFederalist	neutral	Bryce Harper Bats Down Frosty DC Homecoming With Home Run
ID-2751	dailymail	neutral	Burma under British rule: Vintage photographs from Myanmar’s days as a British colony
ID-2752	FreeBacon	negative	CNN Hits Harris for Repeatedly Dodging Questions: ‘Could Be a Big Problem for Her’
ID-2753	HotAir	positive	Campaign Donations: $24 million is good for a Dem; $105 million better for a Trump
ID-2754	Twitchy	neutral	"""Carpe Donktum says HuffPost is coming for him now"
ID-2755	dailysignal	negative	Cartoon: A Lack of Common Census
ID-2756	dailykos	negative	"""China claims to have 'cracked' low cost production of lithium"
ID-2757	LATimes	negative	Chinese billionaire faces charges in $1.8-billion scheme to smuggle aluminum through L.A.
ID-2758	Marketwatch	neutral	Chinese e-sports platform DouYu files for IPO
ID-2759	TheBlaze	positive	Chuck Grassley says he can't believe that President Trump actually thinks that tariffs are good
ID-2760	NPR	positive	Clarence Thomas: From 'Black Panther Type' To Supreme Court's Conservative Beacon
ID-2761	BussinesInsider	neutral	Colt Data Centre Services Announces Its Expansion in Frankfurt
ID-2762	dailycaller	negative	Comedian Ian Cognito Dropped Dead In The Middle Of His Act
ID-2763	FoxNews	neutral	"""Cori Gauff"
ID-2764	TheFederalist	positive	Creepy Porn Lawyer Michael Avenatti Endorses Mollie Hemingway’s Kavanaugh Blockbuster: ‘Complete Trash’ By ‘Complete Hacks’
ID-2765	TheGuardian	neutral	Cricket World Cup’s summer dream is turning into a washout nightmare | Adam Collins
ID-2766	Twitchy	negative	Dan Crenshaw slams Chuck Schumer for ‘immature and deeply cynical’ reaction to the deal with Mexico
ID-2767	TheWeek	negative	David Blaine: magician accused of sexual assault
ID-2768	dailymail	neutral	Delta reduces the amount of space passengers can recline seats by on Airbus A320 fleet of planes
ID-2769	NationalReview	positive	Democratic Presidential Candidates Endorse Pro-life House Democrat’s Primary Challenger
ID-2770	TheGuardian	positive	Democrats refuse to retreat on Trump legal issues despite Mueller disappointment
ID-2771	NYP	negative	"""Distracted teen driver who killed cop"
ID-2772	ThinkProgress	negative	Donald Trump’s two-front trade war just took a turn for the worse
ID-2773	OAN	neutral	"""Drug company founder"
ID-2774	RollCall	negative	Early strike: Progressive groups unite behind Lipinski foe in Illinois
ID-2775	MotherJones	positive	Emily Post’s Great-Great-Granddaughter Explains the Proper Way to Get High
ID-2776	NationalReview	neutral	Epstein’s Lawyer Claimed the Alleged Pedophile Helped Devise the Clinton Global Initiative
ID-2777	CNN	neutral	Ethiopian Airlines was a symbol of national pride. Then disaster struck
ID-2778	MotherJones	neutral	Every Brexit Deal Voted Down — Again
ID-2779	dailymail	neutral	"""Evicted man"
ID-2780	dailymail	neutral	"""Ex-minister’s son"
ID-2781	NYP	neutral	"""Exec charged with embezzling $5.5M to pay for Trump hotel stays"
ID-2782	Breitbart	neutral	"""Explosion Reported at University of Nevada"
ID-2783	OAN	neutral	Exxon Mobil sues Cuba over property expropriated in 1960
ID-2784	PalmerReport	negative	Federal judge delivers bodyblow to Donald Trump in Deutsche Bank battle over his tax returns
ID-2785	TheAmericanConservative	neutral	"""Foreign Generic Drugs: A Matter of Life"
ID-2786	FoxNews	negative	Former Atlanta Braves manager Bobby Cox suffers possible stroke: reports
ID-2787	WT	negative	From embassy to prison: Assange settles in for legal battle
ID-2788	ThinkProgress	neutral	GOP congressman urges Trump to reject Supreme Court ruling on citizenship question
ID-2789	Slate	neutral	Getting Nostalgic About Segregationist Senators Isn’t “Moderate”
ID-2790	Economist	neutral	"""Gradually"
ID-2791	NPR	neutral	"""Hal Prince"
ID-2792	Positivenews	positive	"""He Helped Save Her Daughter. Two Years Later"
ID-2793	Vice	neutral	"""Health Apps Can Share Your Data Everywhere"
ID-2794	ThinkProgress	positive	Here is what war with Iran would look like
ID-2795	Intercept	negative	High Levels of Toxic PFAS Chemicals Pollute Breast Milk Around the World
ID-2796	NationalReview	neutral	High-Tax Illinois Faces a Progressive Tax Push
ID-2797	FoxNews	neutral	Human remains found behind newly purchased Massachusetts home
ID-2798	Reason	neutral	ICE Begins Nationwide Raids on Undocumented Immigrants
ID-2799	TheAtlantic	neutral	Impeachment Is Not the Answer. At Least Not Yet.
ID-2800	Economist	neutral	In poor countries technology can make big improvements to education
ID-2801	NewsMax	negative	"""Iran: US Pressure on Iran"
ID-2802	dailymail	neutral	JANET STREET-PORTER Sorry Boris but fat people are costing the NHS as much as smokers
ID-2803	dailymail	negative	Jamie Oliver's restaurant empire lost £29m in one year - £5m more than it made in a DECADE
ID-2804	TheWeek	negative	Jesus Army: shocking reports of life inside Christian cult
ID-2805	Intercept	neutral	Joe Biden’s Union Schtick Is All Performance. His Pollster Just Signed Up to Lobby Against Labor for Trump’s NAFTA 2.0.
ID-2806	WT	neutral	"""Joshua Schulte"
ID-2807	TheBlaze	negative	Joy Behar blames President Trump for deadly synagogue attack: 'You are the culprit'
ID-2808	TheNewYorker	neutral	"""Julián Castro"
ID-2809	Marketwatch	negative	"""July WTI oil drops $2.22"
ID-2810	Marketwatch	neutral	"""June gold settles at $1"
ID-2811	NationalReview	neutral	Justice Gorsuch Wages War for the Constitutional Order
ID-2812	OAN	neutral	Koepka to stick with same British Open preparation plan
ID-2813	BBC	negative	Kosovo war: The conflict that won't go away
ID-2814	Jacobin	neutral	Last Night’s Debate Was a Throwback to a Darker Time
ID-2815	Time	neutral	Lena Headey on How a Deleted Game of Thrones Scene Could’ve Changed Cersei’s Story
ID-2816	Twitchy	positive	Like OMG Marx is so FETCH! Dana Loesch has like the PERFECT take on Teen Vogue’s puff piece on Karl Marx and LOL
ID-2817	PalmerReport	neutral	Lindsey Graham goes completely off the rails
ID-2818	Time	negative	Little Kid Who Mistakenly Got a ‘Happy Birthday Loser’ Cake Has a Universally Relatable Reaction
ID-2819	TheBlaze	negative	Liz Warren is stunned when a voter confronts her for claiming Native American heritage
ID-2820	dailymail	negative	London minicab driver is critically ill after suffering a heart attack after men attacked his cab
ID-2821	Economist	negative	"""Long summer holidays are bad for children"
ID-2822	FT	neutral	Lyft IPO sets the stage for Uber listing later this spring
ID-2823	InfoWars	negative	Maternal Obesity Linked to Childhood Cancer
ID-2824	Marketwatch	neutral	May WTI oil contract ends about 0.4% higher for the week
ID-2825	HotAir	negative	"""Mayday: Brexit deal suffers third defeat"
ID-2826	Vice	negative	Menthol Cigarettes Could Be Even Worse Than Regular Cigarettes
ID-2827	dailymail	positive	"""Mexican authorities rescue boy"
ID-2828	ABC	neutral	Mexico says tariffs will send tomato prices soaring in US
ID-2829	Truthout	negative	Missouri’s Last Abortion Clinic Faces Closure. OB-GYNs Are Fighting Back.
ID-2830	TheGatewayPundit	negative	"""More Than 1500 Central American Migrants in Caravans Found to Have US Criminal Convictions"
ID-2831	FreeBacon	negative	Moulton: Buttigieg Was a Nerd at Harvard
ID-2832	Vice	neutral	"""My Time Covering the Story of Charlene Downes"
ID-2833	RealClearPolitics	neutral	NYT Admits - and Defends - Obama's Spying on Trump
ID-2834	Intercept	negative	New House Bill Would Bar Israel From Using U.S. Military Aid to Detain Palestinian Children
ID-2835	dailykos	negative	No surprise: States with the most guns have highest rates of domestic violence gun deaths
ID-2836	RollCall	negative	North Carolina’s Republican Party is having an identity crisis
ID-2837	TheHill	negative	O'Rourke's defends his 'war tax' amid criticism
ID-2838	TheBlaze	negative	"""Ocasio-Cortez peddles extreme fear over climate change"
ID-2839	Vice	negative	Pakistan Fans Blame Burgers for Country’s Loss in World Cup Match Against India
ID-2840	NationalReview	neutral	"""Pelosi"
ID-2841	ProPublica	negative	Police Footage: The Interrogation That Led to Ricky Joyner’s Murder Charge
ID-2842	FreeBacon	negative	Poll: John Bel Edwards Vulnerable in Louisiana
ID-2843	dailywire	negative	Priest Arrested For Massaging Woman's Breast While Giving Her Last Rites
ID-2844	ProPublica	positive	ProPublica and Houston Chronicle Project Named a Finalist for Health Care Print Journalism Award
ID-2845	FT	positive	Royal Dutch Shell’s profits plunge by a quarter
ID-2846	TheWeek	negative	Russia denies South Korean claims of warning shots from jets
ID-2847	NBC	negative	Russian ship nearly collides with U.S. warship in Philippine Sea
ID-2848	NPR	negative	Scientists Restore Some Function In The Brains Of Dead Pigs
ID-2849	democracynow	positive	Secret Files Show How Brazil's Elites Jailed Former President Lula and Cleared the Way for Bolsonaro
ID-2850	NewsMax	negative	Sen. Cornyn: Texas 'No Longer the Reliably Red State'
ID-2851	FoxNews	neutral	"""Serbian leader calls for Kosovo compromise"
ID-2852	TheGuardian	negative	Serious Fraud Office faces questions over decision to drop bribery investigation
ID-2853	TheAmericanConservative	negative	Sex Magic: Teen Vogue’s Latest Effort to Derail Young Girls
ID-2854	Positivenews	positive	Sigourney Weaver Surprises Students For Encore Performance Of Viral and#039;Alienand#039; Play
ID-2855	InfoWars	positive	State Department Admits Over 30 Security Breaches Related To Clinton Emails
ID-2856	BussinesInsider	neutral	"""Stratus Building Solutions Ranked No. 2 Out of Entrepreneur's Highly Competitive 'Top 100 Franchises for Less Than $50"
ID-2857	Positivenews	neutral	Stray Dog Becomes First Dog To Climb Himalayan Summit
ID-2858	TheGatewayPundit	negative	Stunning! Former CIA Chief John Brennan Now Says His Months of Attacks on Trump “May Be Based on Bad Information”
ID-2859	MotherJones	positive	Supreme Court Looks Ready to Support Republicans Yet Again
ID-2860	BBC	positive	Taiwan puppet master's push to keep ancient art alive
ID-2861	dailymail	neutral	Teacher at top London secondary school can't read or write
ID-2862	Intercept	neutral	Teflon Toxin Safety Level Should Be 700 Times Lower Than Current EPA Guideline
ID-2863	Vice	neutral	The 'Aladdin' Porn Parody Is Here and We Fixed Its Title
ID-2864	TheAtlantic	negative	The Abortion Debate Is No Longer About Policy
ID-2865	BBC	neutral	The Alaskan competition involves skiing on water and snow
ID-2866	TheGuardian	negative	The Anxious Triumph by Donald Sassoon – why capitalism leads to crisis
ID-2867	TheNewYorker	neutral	"""The Central Park Five"
ID-2868	Intercept	negative	The Crux of the Accusations Against David Sirota From the Atlantic’s Edward-Isaac Dovere is False
ID-2869	TheNewYorker	negative	The Descendants of Slaves in Nigeria Fight for Equality
